ArrestYear ,County ,Agency,AgeGroup ,Gender ,RaceCode ,NCICCODE ,NumberOfArrests
2016,Larimer,Fort Collins PD,Under 18,Female,Hispianic,MJPossession,10
2016,Larimer,Fort Collins PD,Under 18,Female,White,MJPossession,9
2016,Larimer,Fort Collins PD,21 or older,Male,White,MJProduction,10
2016,Larimer,Fort Collins PD,21 or older,Male,White,MJSales,8
2016,Larimer,Fort Collins PD,Under 18,Male,White,MJSales,2
2016,Larimer,Fort Collins PD,21 or older,Male,African American,MJSmuggle,1
2016,Larimer,Fort Collins PD,Under 18,Male,White,MJUnknown,3
2016,Larimer,Larimer County SO,18 to 20,Male,Hispianic,MJUnknown,1
2016,Larimer,Larimer County SO,Under 18,Male,African American,MJUnknown,1
2016,Larimer,Loveland PD,18 to 20,Male,African American,MJPossession,4
2016,Larimer,Loveland PD,18 to 20,Male,Hispianic,MJPossession,8
2016,Larimer,Loveland PD,18 to 20,Male,White,MJPossession,19
2016,Larimer,Loveland PD,21 or older,Male,White,MJUnknown,1
2016,Larimer,Loveland PD,Under 18,Female,White,MJUnknown,3
2016,Larimer,Loveland PD,Under 18,Male,Hispianic,MJUnknown,1
2016,Larimer,Tinmath PD,Under 18,Male,Hispianic,MJUnknown,1
2016,Logan,Logan County SO,18 to 20,Male,Hispianic,MJPossession,2
2016,Logan,Logan County SO,18 to 20,Male,White,MJPossession,3
2016,Logan,Sterling PD,18 to 20,Male,White,MJPossession,2
2016,Mesa,Fruita PD,21 or older,Female,White,MJUnknown,1
2016,Mesa,Fruita PD,Under 18,Female,Hispianic,MJUnknown,1
2016,Mesa,Fruita PD,Under 18,Female,White,MJUnknown,3
2016,Mesa,Grand Junction PD,18 to 20,Male,African American,MJPossession,14
2016,Mesa,Grand Junction PD,18 to 20,Male,Hispianic,MJPossession,11
2016,Mesa,Grand Junction PD,18 to 20,Male,White,MJPossession,82
2016,Mesa,Grand Junction PD,21 or older,Female,Hispianic,MJPossession,1
2016,Mesa,Grand Junction PD,21 or older,Female,African American,MJProduction,2
2016,Mesa,Grand Junction PD,21 or older,Female,African American,MJSales,1
2016,Mesa,Grand Junction PD,21 or older,Female,White,MJSales,4
2016,Mesa,Grand Junction PD,21 or older,Male,Hispianic,MJSales,4
2016,Mesa,Grand Junction PD,21 or older,Male,White,MJUnknown,6
2016,Mesa,Grand Junction PD,Under 18,Female,White,MJUnknown,3
2016,Mesa,Mesa County SO,21 or older,Female,White,MJPossession,2
2016,Mesa,Mesa County SO,21 or older,Male,White,MJSales,1
2016,Mesa,Mesa County SO,Under 18,Male,White,MJUnknown,3
2016,Mesa,Palisade PD,Under 18,Male,White,MJUnknown,1
2016,Moffat,PD CRAIG,18 to 20,Male,White,MJPossession,5
2016,Montezuma,Cortez PD,21 or older,Female,White,MJPossession,1
2016,Montezuma,Montezuma County SO,21 or older,Female,Native American,MJPossession,1
2016,Montezuma,Montezuma County SO,21 or older,Male,White,MJPossession,2
2017,Adams,Federal Heights PD,21 or older,Male,White,MJPossession,1
2017,Adams,Northglenn PD,18 to 20,Female,White,MJPossession,2
2017,Adams,Northglenn PD,Under 18,Female,White,MJPossession,6
2017,Adams,Northglenn PD,Under 18,Male,Hispianic,MJUnknown,2
2017,Adams,Thornton PD,18 to 20,Female,Hispianic,MJPossession,4
2017,Adams,Thornton PD,18 to 20,Female,White,MJPossession,6
2017,Adams,Thornton PD,18 to 20,Male,White,MJPossession,13
2017,Adams,Thornton PD,21 or older,Male,Hispianic,MJPossession,3
2017,Adams,Thornton PD,Under 18,Female,White,MJPossession,15
2017,Adams,Thornton PD,21 or older,Female,Hispianic,MJProduction,3
2017,Adams,Thornton PD,21 or older,Male,White,MJProduction,3
2017,Adams,Thornton PD,18 to 20,Male,Hispianic,MJSales,3
2017,Adams,Thornton PD,21 or older,Female,White,MJUnknown,2
2017,Adams,Thornton PD,21 or older,Male,Asian,MJUnknown,1
2017,Adams,Thornton PD,21 or older,Male,White,MJUnknown,5
2017,Adams,Thornton PD,Under 18,Male,African American,MJUnknown,2
2017,Adams,Thornton PD,Under 18,Male,White,MJUnknown,6
2017,Adams,Westminster PD,18 to 20,Male,African American,MJPossession,2
2017,Adams,Westminster PD,21 or older,Female,White,MJPossession,1
2017,Adams,Westminster PD,Under 18,Female,Hispianic,MJPossession,6
2017,Adams,Westminster PD,Under 18,Male,African American,MJPossession,1
2017,Adams,Westminster PD,Under 18,Male,Hispianic,MJPossession,12
2017,Adams,Westminster PD,Under 18,Male,Unknown,MJPossession,1
2017,Adams,Westminster PD,21 or older,Male,Hispianic,MJSales,1
2017,Adams,Westminster PD,21 or older,Male,White,MJSales,1
2017,Alamosa,Adams State College,18 to 20,Male,White,MJUnknown,1
2017,Alamosa,Alamosa PD,18 to 20,Male,African American,MJPossession,1
2017,Alamosa,Alamosa PD,18 to 20,Male,Hispianic,MJPossession,2
2017,Alamosa,Alamosa PD,18 to 20,Male,White,MJPossession,3
2017,Arapahoe,Araphaoe County SO,18 to 20,Male,African American,MJPossession,8
2017,Arapahoe,Araphaoe County SO,18 to 20,Male,Hispianic,MJPossession,1
2017,Arapahoe,Araphaoe County SO,18 to 20,Male,White,MJPossession,9
2017,Arapahoe,Araphaoe County SO,Under 18,Female,Hispianic,MJPossession,1
2017,Arapahoe,Araphaoe County SO,Under 18,Male,Hispianic,MJPossession,1
2017,Arapahoe,Araphaoe County SO,Under 18,Male,White,MJPossession,18
2017,Arapahoe,Aurora PD,18 to 20,Male,Hispianic,MJPossession,15
2017,Arapahoe,Aurora PD,21 or older,Female,Asian,MJPossession,1
2017,Arapahoe,Aurora PD,21 or older,Female,White,MJPossession,7
2017,Arapahoe,Aurora PD,21 or older,Male,Asian,MJPossession,4
2017,Arapahoe,Aurora PD,Under 18,Male,African American,MJPossession,31
2017,Arapahoe,Aurora PD,Under 18,Male,Asian,MJPossession,2
2017,Arapahoe,Aurora PD,Under 18,Male,Hispianic,MJPossession,32
2016,Pueblo,Pueblo County SO,21 or older,Male,White,MJPossession,14
2016,Pueblo,Pueblo PD,21 or older,Male,Hispianic,MJSales,1
2016,Rio Grande,Monte Vista PD,Under 18,Female,White,MJPossession,2
2016,Routt,Routt County SO,Under 18,Male,White,MJPossession,1
2016,Routt,Steamboat Springs PD,21 or older,Male,White,MJPossession,7
2016,Routt,Steamboat Springs PD,Under 18,Female,White,MJPossession,5
2016,Summit,Breckenridge PD,21 or older,Male,White,MJPossession,1
2016,Summit,Breckenridge PD,21 or older,Female,Hispianic,MJUnknown,2
2016,Summit,Dillion PD,18 to 20,Male,White,MJPossession,1
2016,Summit,Silverthorne PD,Under 18,Male,Hispianic,MJPossession,2
2016,Teller,Cripple Creek PD,18 to 20,Male,White,MJPossession,1
2016,Teller,Teller County SO,21 or older,Male,Hispianic,MJProduction,1
2016,Teller,Woodland Park PD,18 to 20,Male,White,MJPossession,6
2016,Teller,Woodland Park PD,21 or older,Female,White,MJSales,1
2016,Weld,Ault PD,Under 18,Male,White,MJPossession,1
2016,Weld,Dacono PD,21 or older,Male,White,MJPossession,1
2016,Weld,DPS - UNIVERSITY OF NORTHERN COLORADO - GREELEY,18 to 20,Male,Hispianic,MJPossession,1
2016,Weld,DPS - UNIVERSITY OF NORTHERN COLORADO - GREELEY,18 to 20,Male,White,MJPossession,12
2016,Weld,Eaton PD,18 to 20,Male,White,MJPossession,1
2016,Weld,Erie PD,Under 18,Female,African American,MJPossession,2
2016,Weld,Evans PD,18 to 20,Male,Hispianic,MJPossession,1
2016,Weld,Evans PD,Under 18,Female,Hispianic,MJUnknown,3
2016,Weld,Firestone PD,18 to 20,Male,White,MJPossession,1
2016,Weld,Fort Lupton PD,18 to 20,Male,White,MJPossession,1
2016,Weld,Frederick PD,Under 18,Female,White,MJPossession,3
2016,Weld,Garden City PD,18 to 20,Male,White,MJPossession,1
2016,Weld,Greeley PD,18 to 20,Male,White,MJPossession,20
2016,Weld,Greeley PD,21 or older,Male,White,MJSmuggle,1
2016,Weld,Johnstown PD,Under 18,Female,Hispianic,MJPossession,1
2016,Weld,Milliken PD,18 to 20,Male,White,MJPossession,1
2016,Weld,Severance PD,Under 18,Male,White,MJPossession,1
2016,Weld,Weld County SO,21 or older,Female,White,MJPossession,2
2016,Weld,Weld County SO,21 or older,Male,White,MJSales,1
2017,#NULL,Colorado State Patrol,18 to 20,Male,Native American,MJPossession,1
2017,#NULL,Colorado State Patrol,21 or older,Female,African American,MJPossession,1
2017,#NULL,Colorado State Patrol,21 or older,Female,White,MJPossession,7
2017,#NULL,Colorado State Patrol,21 or older,Male,African American,MJPossession,15
2017,#NULL,Colorado State Patrol,21 or older,Male,African American,MJSales,2
2017,#NULL,Colorado State Patrol,21 or older,Male,White,MJSales,3
2017,Adams,Adams County SO,18 to 20,Female,Hispianic,MJPossession,2
2017,Adams,Adams County SO,18 to 20,Male,Unknown,MJPossession,1
2017,Adams,Adams County SO,21 or older,Male,African American,MJPossession,1
2017,Adams,Adams County SO,21 or older,Male,Hispianic,MJPossession,1
2017,Adams,Adams County SO,21 or older,Male,White,MJPossession,5
2017,Adams,Adams County SO,Under 18,Female,African American,MJPossession,2
2017,Adams,Adams County SO,Under 18,Female,Hispianic,MJPossession,5
2017,Adams,Adams County SO,Under 18,Female,White,MJPossession,4
2017,Adams,Adams County SO,Under 18,Male,Hispianic,MJPossession,25
2017,Adams,Adams County SO,21 or older,Male,African American,MJProduction,1
2017,Adams,Adams County SO,21 or older,Male,White,MJProduction,1
2017,Adams,Brighton PD,18 to 20,Male,White,MJPossession,9
2017,Adams,Brighton PD,21 or older,Female,Hispianic,MJPossession,1
2017,Adams,Brighton PD,21 or older,Female,White,MJPossession,1
2017,Adams,Brighton PD,21 or older,Male,White,MJUnknown,1
2017,Adams,Commerce City PD,18 to 20,Female,African American,MJPossession,1
2017,#NULL,Colorado State Patrol,21 or older,Male,White,MJPossession,48
2017,#NULL,Colorado State Patrol,Under 18,Female,White,MJPossession,6
2017,#NULL,Colorado State Patrol,Under 18,Male,African American,MJPossession,1
2017,#NULL,Colorado State Patrol,Under 18,Male,Hispianic,MJPossession,6
2017,#NULL,Colorado State Patrol,Under 18,Male,White,MJPossession,22
2017,#NULL,Colorado State Patrol,21 or older,Male,Asian,MJSales,1
2017,Acet (All Crimes Enforcement Team),Acet When All Crimes Enforcement Team ,21 or older,Male,White,MJSales,1
2017,Adams,Adams County SO,18 to 20,Male,African American,MJPossession,3
2017,Adams,Adams County SO,18 to 20,Male,White,MJPossession,9
2017,Adams,Adams County SO,21 or older,Female,Hispianic,MJPossession,1
2017,Adams,Adams County SO,21 or older,Female,White,MJPossession,1
2017,Adams,Adams County SO,21 or older,Male,Hispianic,MJSales,1
2017,Adams,Adams County SO,21 or older,Male,African American,MJUnknown,1
2017,Adams,Adams County SO,21 or older,Male,White,MJUnknown,1
2017,Adams,Brighton PD,18 to 20,Female,Hispianic,MJPossession,9
2017,Adams,Brighton PD,21 or older,Male,White,MJPossession,4
2017,Adams,Brighton PD,Under 18,Female,White,MJPossession,10
2017,Adams,Brighton PD,Under 18,Male,Hispianic,MJPossession,32
2017,Adams,Brighton PD,21 or older,Male,White,MJProduction,3
2017,Adams,Brighton PD,18 to 20,Male,Hispianic,MJSales,1
2017,Adams,Brighton PD,18 to 20,Male,Hispianic,MJUnknown,8
2017,Adams,Brighton PD,18 to 20,Male,White,MJUnknown,2
2017,Adams,Commerce City PD,18 to 20,Male,Hispianic,MJPossession,4
2017,Adams,Commerce City PD,18 to 20,Male,White,MJPossession,2
2017,Adams,Commerce City PD,21 or older,Male,Asian,MJPossession,1
2017,Adams,Commerce City PD,Under 18,Male,White,MJPossession,9
2017,Adams,Federal Heights PD,18 to 20,Male,White,MJPossession,4
2017,Adams,Federal Heights PD,21 or older,Male,Hispianic,MJPossession,1
2017,Adams,Federal Heights PD,Under 18,Female,Hispianic,MJPossession,1
2017,Adams,Northglenn PD,18 to 20,Male,Unknown,MJPossession,1
2017,Adams,Northglenn PD,21 or older,Male,Hispianic,MJPossession,2
2017,Adams,Northglenn PD,Under 18,Female,Hispianic,MJPossession,7
2017,Adams,Northglenn PD,21 or older,Male,White,MJProduction,1
2017,Adams,Thornton PD,18 to 20,Male,African American,MJPossession,2
2017,Adams,Thornton PD,18 to 20,Male,Hispianic,MJPossession,17
2017,Adams,Thornton PD,Under 18,Male,African American,MJPossession,2
2017,Adams,Thornton PD,Under 18,Male,White,MJPossession,29
2017,Adams,Thornton PD,21 or older,Male,Hispianic,MJUnknown,5
2017,Adams,Thornton PD,Under 18,Female,Hispianic,MJUnknown,3
2017,Adams,Thornton PD,Under 18,Female,White,MJUnknown,9
2017,Adams,Westminster PD,18 to 20,Female,Hispianic,MJPossession,3
2017,Adams,Westminster PD,18 to 20,Male,Native American,MJPossession,1
2017,Adams,Westminster PD,21 or older,Male,African American,MJPossession,2
2017,Adams,Westminster PD,21 or older,Male,Hispianic,MJPossession,4
2017,Adams,Westminster PD,21 or older,Male,White,MJPossession,8
2017,Adams,Westminster PD,Under 18,Female,White,MJPossession,16
2017,Alamosa,Adams State College,18 to 20,Male,African American,MJUnknown,1
2017,Adams,Thornton PD,18 to 20,Male,African American,MJUnknown,1
2017,Adams,Thornton PD,18 to 20,Male,Hispianic,MJUnknown,9
2017,Adams,Thornton PD,18 to 20,Male,White,MJUnknown,4
2017,Adams,Thornton PD,21 or older,Female,Asian,MJUnknown,1
2017,Adams,Thornton PD,21 or older,Female,Hispianic,MJUnknown,2
2017,Adams,Thornton PD,Under 18,Male,Hispianic,MJUnknown,20
2017,Adams,Westminster PD,18 to 20,Male,Hispianic,MJPossession,1
2017,Adams,Westminster PD,Under 18,Male,White,MJPossession,36
2017,Adams,Westminster PD,21 or older,Male,Hispianic,MJUnknown,2
2017,Alamosa,Adams State College,18 to 20,Male,Hispianic,MJPossession,2
2017,Alamosa,Adams State College,18 to 20,Male,Native Hawaiian / Pacific Ilandar,MJPossession,1
2017,Alamosa,Adams State College,18 to 20,Male,White,MJPossession,2
2017,Alamosa,Alamosa PD,Under 18,Male,Hispianic,MJUnknown,1
2017,Arapahoe,Aurora PD,18 to 20,Male,African American,MJPossession,16
2017,Arapahoe,Aurora PD,18 to 20,Male,White,MJPossession,11
2017,Arapahoe,Aurora PD,21 or older,Female,African American,MJPossession,1
2017,Arapahoe,Aurora PD,21 or older,Female,Hispianic,MJPossession,3
2017,Arapahoe,Aurora PD,21 or older,Male,Asian,MJProduction,23
2017,Arapahoe,Aurora PD,21 or older,Male,Asian,MJSales,3
2017,Arapahoe,Aurora PD,21 or older,Male,Hispianic,MJSales,1
2017,Arapahoe,Aurora PD,21 or older,Male,African American,MJUnknown,1
2017,Arapahoe,Englewood PD,18 to 20,Male,African American,MJPossession,1
2017,Arapahoe,Englewood PD,18 to 20,Male,Hispianic,MJPossession,2
2017,Arapahoe,Englewood PD,18 to 20,Male,White,MJPossession,6
2017,Arapahoe,Englewood PD,21 or older,Male,African American,MJSales,1
2017,Arapahoe,Englewood PD,21 or older,Male,African American,MJUnknown,1
2017,Arapahoe,Englewood PD,21 or older,Male,White,MJUnknown,5
2017,Arapahoe,Greenwood Village PD,21 or older,Male,African American,MJPossession,1
2017,Arapahoe,Greenwood Village PD,Under 18,Female,Asian,MJPossession,1
2017,Arapahoe,Greenwood Village PD,Under 18,Female,White,MJPossession,3
2017,Arapahoe,Greenwood Village PD,21 or older,Male,White,MJSales,1
2017,Arapahoe,Littleton PD,Under 18,Female,African American,MJPossession,1
2017,Arapahoe,Littleton PD,Under 18,Female,White,MJPossession,3
2017,Arapahoe,Sheridan PD,18 to 20,Male,Hispianic,MJPossession,1
2017,Arapahoe,Sheridan PD,Under 18,Male,White,MJPossession,2
2017,Archuleta,Archuleta County SO,21 or older,Male,White,MJUnknown,4
2017,Archuleta,Pagosa Springs PD,Under 18,Female,White,MJPossession,1
2017,Boulder,Boulder County SO,18 to 20,Male,African American,MJPossession,1
2017,Boulder,Boulder County SO,18 to 20,Male,Hispianic,MJPossession,6
2017,Boulder,Boulder County SO,18 to 20,Male,White,MJPossession,7
2017,Boulder,Boulder PD,18 to 20,Female,Hispianic,MJUnknown,1
2017,Boulder,Boulder PD,21 or older,Male,African American,MJUnknown,2
2017,Boulder,Boulder PD,21 or older,Male,White,MJUnknown,1
2017,Boulder,Lafayette PD,18 to 20,Male,White,MJPossession,2
2017,Boulder,Lafayette PD,Under 18,Female,Unknown,MJPossession,1
2017,Boulder,Lafayette PD,Under 18,Male,Hispianic,MJPossession,6
2017,Boulder,Lafayette PD,Under 18,Male,White,MJPossession,4
2017,Boulder,Lafayette PD,21 or older,Male,White,MJUnknown,2
2017,Boulder,Longmont PD,18 to 20,Female,Hispianic,MJPossession,2
2017,Boulder,Longmont PD,21 or older,Male,White,MJPossession,5
2017,Boulder,Longmont PD,Under 18,Female,White,MJPossession,2
2017,Boulder,Longmont PD,Under 18,Male,Hispianic,MJPossession,2
2017,Boulder,Longmont PD,21 or older,Female,Hispianic,MJUnknown,1
2017,Boulder,Louisville PD,21 or older,Male,White,MJPossession,2
2017,Boulder,Louisville PD,Under 18,Female,White,MJPossession,1
2017,Boulder,Louisville PD,Under 18,Male,Hispianic,MJPossession,1
2017,Boulder,Louisville PD,18 to 20,Male,Hispianic,MJUnknown,2
2017,Boulder,Louisville PD,21 or older,Female,White,MJUnknown,1
2017,Boulder,University of Colorado Boulder,18 to 20,Male,Hispianic,MJPossession,23
2017,Boulder,University of Colorado Boulder,Under 18,Male,White,MJPossession,3
2017,Boulder,University of Colorado Boulder,18 to 20,Male,White,MJSmuggle,1
2017,Bow Mar PD,Bow Mar PD,18 to 20,Male,African American,MJPossession,1
2017,Broomfield,BROOMFIELD POLICE DEPARTMENT,18 to 20,Male,Hispianic,MJPossession,5
2017,Broomfield,BROOMFIELD POLICE DEPARTMENT,18 to 20,Male,White,MJPossession,8
2017,Broomfield,BROOMFIELD POLICE DEPARTMENT,Under 18,Male,Native American,MJPossession,1
2017,Crowley,Crowley County SO,21 or older,Male,Hispianic,MJPossession,2
2017,Delta,Delta PD,18 to 20,Female,White,MJPossession,2
2017,Delta,Delta PD,Under 18,Male,Hispianic,MJPossession,3
2017,Delta,Delta PD,Under 18,Male,White,MJPossession,6
2017,Delta,Delta PD,Under 18,Female,Hispianic,MJUnknown,1
2017,Delta,Hotchkiss PD,Under 18,Female,White,MJPossession,1
2017,Denver,AURARIA DEPARTMENT OF PUBLIC SAFETY,21 or older,Male,Hispianic,MJPossession,1
2017,Denver,Denver PD - CRIMINAL,Under 18,Male,African American,MJPossession,5
2017,Denver,Denver PD - CRIMINAL,Under 18,Male,Hispianic,MJPossession,18
2017,Denver,Denver PD - CRIMINAL,21 or older,Male,White,MJProduction,31
2017,Denver,Denver PD - CRIMINAL,18 to 20,Male,Hispianic,MJSales,4
2017,Denver,Denver PD - CRIMINAL,18 to 20,Male,White,MJSales,4
2017,Denver,Denver PD - CRIMINAL,21 or older,Female,African American,MJSales,4
2017,Denver,Denver PD - CRIMINAL,21 or older,Female,White,MJSales,10
2017,Denver,Denver PD - CRIMINAL,21 or older,Male,Asian,MJSales,3
2017,Denver,Denver PD - CRIMINAL,Under 18,Male,White,MJSales,8
2017,Dolores,Dolores County SO,21 or older,Female,White,MJUnknown,1
2017,Douglas,Castle Rock PD,18 to 20,Male,Hispianic,MJPossession,2
2017,Douglas,Castle Rock PD,21 or older,Male,Asian,MJPossession,1
2017,Douglas,Castle Rock PD,Under 18,Male,African American,MJPossession,1
2017,Douglas,Castle Rock PD,Under 18,Male,White,MJPossession,25
2017,Douglas,Douglas County SO,18 to 20,Female,Hispianic,MJPossession,5
2017,Douglas,Douglas County SO,18 to 20,Female,White,MJPossession,11
2017,Douglas,Douglas County SO,18 to 20,Male,Unknown,MJPossession,2
2017,Douglas,Douglas County SO,Under 18,Female,White,MJPossession,30
2017,Douglas,Douglas County SO,Under 18,Male,Hispianic,MJPossession,7
2017,Douglas,Douglas County SO,21 or older,Male,White,MJProduction,2
2017,Douglas,Douglas County SO,21 or older,Female,White,MJUnknown,1
2017,Douglas,Lone Tree PD,Under 18,Female,White,MJPossession,1
2017,Douglas,Parker PD,18 to 20,Female,Hispianic,MJPossession,1
2017,Douglas,Parker PD,21 or older,Male,African American,MJPossession,3
2017,Douglas,Parker PD,21 or older,Male,Hispianic,MJPossession,2
2017,Douglas,Parker PD,21 or older,Male,White,MJPossession,2
2017,Douglas,Parker PD,Under 18,Female,African American,MJPossession,1
2017,Douglas,Parker PD,Under 18,Female,White,MJPossession,7
2017,Eagle,Avon PD,18 to 20,Female,Hispianic,MJPossession,1
2017,Eagle,Avon PD,21 or older,Male,White,MJPossession,3
2017,Eagle,Eagle County SO,18 to 20,Male,White,MJPossession,1
2017,Eagle,Eagle PD,Under 18,Male,Hispianic,MJPossession,1
2017,Eagle,Gypsum PD,Under 18,Female,Hispianic,MJPossession,1
2017,Eagle,Vail PD,18 to 20,Male,Hispianic,MJPossession,1
2017,Eagle,Vail PD,18 to 20,Male,White,MJPossession,2
2017,Eagle,Vail PD,21 or older,Male,White,MJUnknown,1
2017,El Paso,Colorado Springs PD,18 to 20,Female,Hispianic,MJPossession,1
2017,El Paso,Colorado Springs PD,21 or older,Male,African American,MJPossession,14
2017,El Paso,Colorado Springs PD,21 or older,Male,Hispianic,MJPossession,8
2017,El Paso,Colorado Springs PD,21 or older,Male,White,MJPossession,57
2017,El Paso,Colorado Springs PD,Under 18,Female,African American,MJPossession,8
2017,El Paso,Colorado Springs PD,Under 18,Female,White,MJPossession,17
2017,El Paso,Colorado Springs PD,Under 18,Male,Asian,MJPossession,3
