ArrestYear ,County ,Agency,AgeGroup ,Gender ,RaceCode ,NCICCODE ,NumberOfArrests
2014,Larimer,Fort Collins PD,21 or older,Male,White,MJProduction,3
2014,Larimer,Fort Collins PD,Under 18,Male,Hispianic,MJSales,1
2014,Larimer,Fort Collins PD,Under 18,Male,White,MJSales,2
2014,Larimer,Fort Collins PD,18 to 20,Male,White,MJUnknown,3
2014,Larimer,Fort Collins PD,21 or older,Female,White,MJUnknown,2
2014,Larimer,Larimer County SO,18 to 20,Male,African American,MJUnknown,4
2014,Larimer,Larimer County SO,18 to 20,Male,Hispianic,MJUnknown,4
2014,Larimer,Larimer County SO,18 to 20,Male,White,MJUnknown,20
2014,Larimer,Larimer County SO,21 or older,Female,White,MJUnknown,4
2014,Larimer,Loveland PD,Under 18,Male,Native American,MJPossession,1
2014,Logan,Logan County SO,18 to 20,Male,White,MJPossession,4
2014,Mesa,Fruita PD,Under 18,Male,White,MJPossession,6
2014,Elbert,Elbert County SO,18 to 20,Male,White,MJPossession,1
2014,Elbert,Elizabeth PD,Under 18,Female,White,MJPossession,3
2014,Fremont,Canon City PD,Under 18,Female,White,MJPossession,1
2014,Fremont,Fremont County SO,21 or older,Male,White,MJProduction,1
2014,Garfield,Garfield County SO,Under 18,Female,White,MJUnknown,1
2014,Garfield,Garfield County SO,Under 18,Male,White,MJUnknown,1
2014,Garfield,Glenwood Springs PD,21 or older,Male,White,MJPossession,1
2014,Garfield,Glenwood Springs PD,18 to 20,Male,African American,MJUnknown,1
2014,Garfield,Glenwood Springs PD,18 to 20,Male,Hispianic,MJUnknown,3
2014,Garfield,Glenwood Springs PD,18 to 20,Male,White,MJUnknown,1
2014,Garfield,Parachute PD,21 or older,Male,White,MJPossession,1
2014,Garfield,Parachute PD,21 or older,Male,White,MJSales,1
2014,Gilpin,Central City PD,18 to 20,Male,Hispianic,MJPossession,1
2014,Grand,Granby PD,Under 18,Male,White,MJPossession,3
2014,Gunnison,Gunnison County SO,18 to 20,Male,Hispianic,MJSales,1
2014,Gunnison,Mt Crested Butte PD,21 or older,Male,White,MJPossession,5
2014,Gunnison,PD CRESTED BUTTE,18 to 20,Male,White,MJUnknown,1
2014,Huerfano,Walsenburg PD,18 to 20,Male,Hispianic,MJPossession,2
2014,Jefferson,Arvada PD,18 to 20,Male,Hispianic,MJPossession,9
2014,Jefferson,Arvada PD,18 to 20,Male,Unknown,MJPossession,1
2014,Jefferson,Arvada PD,18 to 20,Male,White,MJPossession,33
2014,Jefferson,Arvada PD,Under 18,Female,African American,MJPossession,4
2014,Jefferson,Arvada PD,Under 18,Female,Hispianic,MJPossession,15
2014,Jefferson,Arvada PD,Under 18,Male,Asian,MJPossession,1
2014,Jefferson,Arvada PD,21 or older,Male,Hispianic,MJProduction,1
2014,Jefferson,Arvada PD,21 or older,Male,White,MJProduction,3
2014,Jefferson,Arvada PD,Under 18,Male,Hispianic,MJSales,1
2014,Jefferson,DPS - COLORADO SCHOOL OF MINES - GOLDEN,18 to 20,Male,White,MJSales,2
2014,Jefferson,Golden PD,21 or older,Male,White,MJPossession,2
2014,Jefferson,Jefferson County SO,21 or older,Male,African American,MJPossession,1
2014,Jefferson,Jefferson County SO,21 or older,Male,Hispianic,MJPossession,1
2014,Jefferson,Jefferson County SO,Under 18,Female,White,MJProduction,1
2014,Jefferson,Jefferson County SO,18 to 20,Male,African American,MJUnknown,1
2014,Jefferson,Jefferson County SO,Under 18,Male,White,MJUnknown,1
2014,Jefferson,Lakewood PD,18 to 20,Male,Hispianic,MJPossession,13
2014,Jefferson,Lakewood PD,21 or older,Female,White,MJPossession,1
2014,Jefferson,Lakewood PD,Under 18,Female,African American,MJPossession,1
2014,Jefferson,Lakewood PD,Under 18,Female,Hispianic,MJPossession,18
2014,Jefferson,Lakewood PD,Under 18,Female,White,MJPossession,29
2014,Jefferson,Lakewood PD,Under 18,Male,African American,MJPossession,1
2014,Jefferson,Lakewood PD,Under 18,Male,Hispianic,MJPossession,41
2014,Jefferson,Lakewood PD,Under 18,Male,White,MJPossession,92
2014,Jefferson,Lakewood PD,18 to 20,Female,White,MJUnknown,3
2014,Jefferson,Lakewood PD,21 or older,Male,African American,MJUnknown,3
2014,Jefferson,Lakewood PD,21 or older,Male,Hispianic,MJUnknown,5
2014,Jefferson,Red Rocks PD,18 to 20,Female,White,MJPossession,1
2014,Jefferson,Wheat Ridge PD,18 to 20,Male,Hispianic,MJPossession,1
2014,Jefferson,Wheat Ridge PD,18 to 20,Male,White,MJPossession,9
2014,Jefferson,Wheat Ridge PD,Under 18,Female,African American,MJPossession,1
2014,Jefferson,Wheat Ridge PD,Under 18,Female,Hispianic,MJPossession,8
2014,Kit Carson,Kit Carson County SO,Under 18,Male,White,MJPossession,2
2014,La Plata,Durango PD,21 or older,Male,Native American,MJPossession,1
2014,La Plata,Durango PD,Under 18,Male,White,MJPossession,1
2014,La Plata,Fort Lewis College PD,18 to 20,Female,White,MJPossession,4
2014,La Plata,La Plata County SO,Under 18,Female,White,MJPossession,3
2014,Larimer,DPS - COLORADO STATE UNIVERSITY-FT COLLINS,18 to 20,Male,White,MJPossession,1
2014,Larimer,DPS - COLORADO STATE UNIVERSITY-FT COLLINS,21 or older,Male,White,MJUnknown,2
2014,Larimer,DPS - COLORADO STATE UNIVERSITY-FT COLLINS,Under 18,Male,Hispianic,MJUnknown,2
2014,Larimer,Fort Collins PD,21 or older,Male,African American,MJPossession,1
2014,Larimer,Fort Collins PD,21 or older,Male,Hispianic,MJPossession,2
2014,Larimer,Fort Collins PD,21 or older,Male,White,MJPossession,19
2014,Larimer,Fort Collins PD,21 or older,Female,White,MJProduction,1
2014,Larimer,Fort Collins PD,18 to 20,Male,Hispianic,MJSales,1
2014,Larimer,Fort Collins PD,18 to 20,Male,Hispianic,MJUnknown,3
2014,Larimer,Fort Collins PD,Under 18,Female,Hispianic,MJUnknown,3
2014,Larimer,Fort Collins PD,Under 18,Male,Hispianic,MJUnknown,3
2014,Larimer,Fort Collins PD,Under 18,Male,White,MJUnknown,1
2014,Larimer,Larimer County SO,Under 18,Male,African American,MJUnknown,2
2014,Larimer,Larimer County SO,Under 18,Male,Hispianic,MJUnknown,2
2014,Larimer,Larimer County SO,Under 18,Male,White,MJUnknown,10
2014,Larimer,Loveland PD,18 to 20,Male,African American,MJPossession,2
2014,Larimer,Loveland PD,18 to 20,Male,Hispianic,MJPossession,2
2014,Garfield,Parachute PD,18 to 20,Male,White,MJSales,1
2014,Gunnison,Gunison PD,18 to 20,Female,White,MJPossession,3
2014,Gunnison,Gunison PD,21 or older,Male,White,MJPossession,5
2014,Gunnison,Mt Crested Butte PD,21 or older,Female,White,MJPossession,2
2014,Gunnison,PD CRESTED BUTTE,Under 18,Male,White,MJPossession,1
2014,Gunnison,PD CRESTED BUTTE,21 or older,Male,White,MJUnknown,1
2014,Jefferson,Arvada PD,21 or older,Female,White,MJPossession,3
2014,Jefferson,Arvada PD,21 or older,Male,Asian,MJPossession,1
2014,Jefferson,Arvada PD,21 or older,Male,White,MJSales,4
2014,Jefferson,Golden PD,Under 18,Female,Hispianic,MJPossession,3
2014,Jefferson,Golden PD,Under 18,Male,Hispianic,MJSales,1
2014,Jefferson,Jefferson County SO,18 to 20,Female,Hispianic,MJPossession,2
2014,Jefferson,Jefferson County SO,18 to 20,Female,White,MJPossession,13
2014,Jefferson,Jefferson County SO,21 or older,Female,Asian,MJPossession,1
2014,Pueblo,Pueblo County SO,18 to 20,Female,Hispianic,MJPossession,1
2014,Pueblo,Pueblo County SO,21 or older,Male,Hispianic,MJPossession,1
2014,Pueblo,Pueblo County SO,21 or older,Male,White,MJPossession,1
2014,Pueblo,Pueblo County SO,18 to 20,Male,Hispianic,MJUnknown,1
2014,Pueblo,Pueblo County SO,18 to 20,Male,White,MJUnknown,1
2014,Pueblo,Pueblo PD,18 to 20,Male,Hispianic,MJUnknown,2
2014,Rio Blanco,Rangely PD,21 or older,Male,Hispianic,MJPossession,1
2014,Rio Blanco,Rangely PD,Under 18,Female,White,MJPossession,1
2014,Routt,Steamboat Springs PD,21 or older,Male,White,MJPossession,6
2014,Routt,Steamboat Springs PD,Under 18,Female,Hispianic,MJPossession,1
2014,Routt,Steamboat Springs PD,Under 18,Female,White,MJPossession,4
2014,Routt,Steamboat Springs PD,18 to 20,Male,White,MJUnknown,9
2014,Saguache,Center PD,18 to 20,Male,White,MJPossession,1
2014,Saguache,Saguache County SO,Under 18,Male,Hispianic,MJPossession,1
2014,Summit,Breckenridge PD,21 or older,Female,White,MJUnknown,1
2014,Teller,Teller County SO,21 or older,Male,White,MJPossession,2
2014,Teller,Teller County SO,21 or older,Female,White,MJUnknown,1
2014,Teller,Woodland Park PD,18 to 20,Male,White,MJPossession,8
2014,Washington,Washington County SO,Under 18,Male,White,MJUnknown,1
2014,Weld,Ault PD,18 to 20,Male,White,MJPossession,1
2014,Weld,Ault PD,Under 18,Male,Hispianic,MJPossession,1
2014,Weld,Erie PD,21 or older,Male,White,MJPossession,2
2014,Weld,Erie PD,Under 18,Female,White,MJPossession,8
2014,Weld,Erie PD,18 to 20,Female,White,MJSales,2
2014,Weld,Evans PD,21 or older,Male,White,MJSales,1
2014,Weld,Firestone PD,18 to 20,Male,White,MJPossession,1
2014,Weld,Greeley PD,21 or older,Male,African American,MJPossession,1
2014,Weld,Kersey PD,Under 18,Male,White,MJPossession,1
2014,Weld,Mead PD,18 to 20,Male,African American,MJPossession,1
2014,Weld,Mead PD,18 to 20,Male,White,MJPossession,1
2014,Weld,Mead PD,Under 18,Female,Hispianic,MJPossession,1
2014,Weld,Milliken PD,18 to 20,Male,Hispianic,MJPossession,1
2014,Weld,Milliken PD,18 to 20,Male,White,MJPossession,1
2014,Weld,Weld County SO,21 or older,Female,White,MJPossession,1
2014,Weld,Weld County SO,Under 18,Female,African American,MJPossession,1
2014,Weld,Weld County SO,Under 18,Female,Hispianic,MJPossession,2
2014,Weld,Windsor PD,18 to 20,Female,White,MJPossession,1
2014,Weld,Windsor PD,Under 18,Male,White,MJPossession,3
2015,#NULL,Colorado State Patrol,21 or older,Female,White,MJPossession,11
2014,Larimer,Loveland PD,18 to 20,Male,White,MJPossession,26
2014,Larimer,Loveland PD,Under 18,Female,Hispianic,MJPossession,2
2014,Larimer,Loveland PD,Under 18,Female,White,MJPossession,21
2014,Larimer,Loveland PD,Under 18,Male,Hispianic,MJSales,2
2014,Larimer,Loveland PD,Under 18,Male,White,MJSales,2
2014,Larimer,Loveland PD,21 or older,Male,Hispianic,MJUnknown,1
2014,Larimer,Tinmath PD,18 to 20,Male,White,MJUnknown,1
2014,Logan,Logan County SO,Under 18,Male,White,MJPossession,7
2014,Logan,Sterling PD,18 to 20,Male,White,MJPossession,6
2014,Mesa,Fruita PD,Under 18,Male,Hispianic,MJPossession,2
2014,Mesa,Grand Junction PD,18 to 20,Male,African American,MJPossession,10
2014,Mesa,Grand Junction PD,21 or older,Female,White,MJPossession,6
2014,Mesa,Grand Junction PD,Under 18,Female,African American,MJPossession,1
2014,Mesa,Grand Junction PD,Under 18,Female,Hispianic,MJPossession,7
2014,Mesa,Grand Junction PD,Under 18,Male,Hispianic,MJPossession,21
2014,Mesa,Grand Junction PD,Under 18,Male,White,MJPossession,61
2014,Mesa,Grand Junction PD,21 or older,Male,African American,MJProduction,1
2014,Mesa,Grand Junction PD,21 or older,Female,White,MJSales,2
2014,Mesa,Grand Junction PD,21 or older,Male,African American,MJSales,1
2014,Mesa,Grand Junction PD,21 or older,Male,White,MJSales,8
2014,Mesa,Grand Junction PD,21 or older,Male,White,MJUnknown,3
2014,Mesa,Mesa County SO,21 or older,Female,White,MJPossession,1
2014,Mesa,Mesa County SO,21 or older,Male,White,MJPossession,5
2014,Mesa,Mesa County SO,Under 18,Male,White,MJPossession,18
2014,Mesa,Mesa County SO,18 to 20,Male,White,MJUnknown,2
2014,Mesa,Mesa County SO,Under 18,Female,Hispianic,MJUnknown,2
2014,Moffat,PD CRAIG,18 to 20,Male,White,MJPossession,6
2014,Moffat,PD CRAIG,21 or older,Female,White,MJSales,1
2014,Montrose,MONTROSE COUNTY SHERIFF,21 or older,Male,White,MJPossession,1
2014,Montrose,Montrose PD,Under 18,Male,Unknown,MJPossession,1
2014,Morgan,Fort Morgan PD,Under 18,Male,Hispianic,MJPossession,9
2014,Morgan,Morgan County SO,Under 18,Male,Hispianic,MJPossession,2
2014,Morgan,Morgan County SO,Under 18,Male,White,MJPossession,3
2014,Park,Park County SO,18 to 20,Male,White,MJPossession,2
2014,Prowers,Prowers County SO,Under 18,Male,White,MJPossession,2
2014,Prowers,Prowers County SO,21 or older,Male,Hispianic,MJUnknown,1
2014,Pueblo,DPS - COLORADO MENTAL HEALTH INSTITUTE - PUEBLO,18 to 20,Male,White,MJPossession,1
2014,Pueblo,Pueblo County SO,18 to 20,Male,Hispianic,MJPossession,2
2014,Pueblo,Pueblo County SO,Under 18,Male,White,MJPossession,4
2014,Pueblo,Pueblo County SO,21 or older,Male,Hispianic,MJUnknown,2
2014,Rio Blanco,Meeker PD,Under 18,Male,White,MJPossession,1
2014,Rio Blanco,Rangely PD,18 to 20,Female,Native American,MJPossession,1
2014,Rio Grande,Monte Vista PD,Under 18,Male,White,MJPossession,1
2014,Routt,Haxtun PD,18 to 20,Male,White,MJPossession,1
2014,Routt,Haxtun PD,Under 18,Female,White,MJPossession,1
2014,Routt,Steamboat Springs PD,Under 18,Male,White,MJPossession,7
2014,Summit,Breckenridge PD,Under 18,Male,White,MJPossession,1
2014,Teller,Teller County SO,21 or older,Female,White,MJPossession,1
2014,Teller,Teller County SO,Under 18,Male,White,MJPossession,2
2014,Teller,Woodland Park PD,Under 18,Female,White,MJSales,1
2014,Teller,Woodland Park PD,Under 18,Male,White,MJUnknown,1
2014,Weld,Ault PD,Under 18,Male,White,MJPossession,1
2014,Weld,Ault PD,18 to 20,Male,White,MJProduction,1
2014,Weld,DPS - UNIVERSITY OF NORTHERN COLORADO - GREELEY,18 to 20,Male,African American,MJPossession,5
2014,Weld,DPS - UNIVERSITY OF NORTHERN COLORADO - GREELEY,18 to 20,Male,Hispianic,MJPossession,1
2014,Weld,DPS - UNIVERSITY OF NORTHERN COLORADO - GREELEY,18 to 20,Male,White,MJPossession,6
2014,Weld,Evans PD,21 or older,Male,Hispianic,MJSales,1
2014,Weld,Fort Lupton PD,18 to 20,Male,Hispianic,MJPossession,1
2014,Weld,Fort Lupton PD,Under 18,Female,Hispianic,MJPossession,1
2014,Weld,Fort Lupton PD,Under 18,Female,White,MJPossession,1
2014,Weld,Fort Lupton PD,Under 18,Male,White,MJPossession,4
2014,Weld,Frederick PD,Under 18,Female,White,MJPossession,5
2014,Weld,Frederick PD,Under 18,Male,Asian,MJPossession,1
2014,Weld,Frederick PD,Under 18,Male,White,MJPossession,8
2014,Weld,Garden City PD,18 to 20,Female,White,MJPossession,1
2014,Weld,Greeley PD,18 to 20,Male,White,MJPossession,24
2014,Weld,Greeley PD,Under 18,Female,White,MJPossession,31
2014,Weld,Greeley PD,Under 18,Female,White,MJSales,1
2014,Weld,Greeley PD,Under 18,Male,White,MJSales,2
2014,Weld,Hudson PD,Under 18,Male,Hispianic,MJPossession,3
2014,Weld,Milliken PD,Under 18,Male,Hispianic,MJPossession,3
2014,Weld,Milliken PD,Under 18,Male,White,MJPossession,1
2015,#NULL,Colorado State Patrol,21 or older,Female,African American,MJPossession,2
2015,#NULL,Colorado State Patrol,21 or older,Female,Hispianic,MJPossession,2
2015,#NULL,Colorado State Patrol,21 or older,Male,Asian,MJPossession,2
2014,Mesa,Mesa County SO,Under 18,Male,Hispianic,MJPossession,12
2014,Mesa,Palisade PD,18 to 20,Male,White,MJPossession,1
2014,Moffat,PD CRAIG,18 to 20,Female,White,MJPossession,1
2014,Moffat,PD CRAIG,18 to 20,Male,Hispianic,MJPossession,1
2014,Moffat,PD CRAIG,Under 18,Male,White,MJPossession,4
2014,Montezuma,Cortez PD,21 or older,Male,Native American,MJPossession,1
2014,Montezuma,Cortez PD,21 or older,Female,White,MJUnknown,1
2014,Montezuma,Cortez PD,21 or older,Male,White,MJUnknown,1
2014,Montrose,MONTROSE COUNTY SHERIFF,Under 18,Male,Hispianic,MJPossession,2
2014,Montrose,Montrose PD,Under 18,Female,Unknown,MJPossession,3
2014,Montrose,Montrose PD,Under 18,Male,Hispianic,MJPossession,7
2014,Montrose,Montrose PD,Under 18,Male,White,MJPossession,6
2014,Morgan,Fort Morgan PD,Under 18,Female,Hispianic,MJPossession,6
2014,Morgan,Fort Morgan PD,Under 18,Male,Hispianic,MJUnknown,1
2014,Morgan,Morgan County SO,18 to 20,Male,White,MJPossession,1
2014,Ouray,Ouray PD,21 or older,Male,White,MJPossession,1
2014,Ouray,Ouray PD,Under 18,Female,White,MJPossession,2
2014,Park,Park County SO,Under 18,Male,White,MJPossession,2
2014,Pitkin,Aspen PD,21 or older,Male,White,MJPossession,1
2014,Prowers,Lamar PD,Under 18,Female,White,MJPossession,3
2014,Prowers,Prowers County SO,21 or older,Male,White,MJPossession,2
2014,Prowers,Prowers County SO,18 to 20,Male,Hispianic,MJSales,1
2014,Pueblo,Pueblo County SO,18 to 20,Male,White,MJPossession,2
2014,Pueblo,Pueblo County SO,18 to 20,Female,Hispianic,MJUnknown,1
2014,Pueblo,Pueblo County SO,18 to 20,Female,White,MJUnknown,1
2014,Rio Blanco,Rangely PD,Under 18,Male,Hispianic,MJPossession,1
2014,Rio Blanco,Rangely PD,Under 18,Male,White,MJPossession,1
2014,Rio Grande,Monte Vista PD,18 to 20,Male,White,MJPossession,1
2014,Routt,Haxtun PD,Under 18,Male,White,MJPossession,1
2014,Routt,Steamboat Springs PD,18 to 20,Male,White,MJPossession,22
2014,Routt,Steamboat Springs PD,21 or older,Female,White,MJPossession,1
2014,Routt,Steamboat Springs PD,Under 18,Female,White,MJUnknown,1
2014,Sedgwick,Sedgwick County SO,18 to 20,Male,White,MJProduction,1
2014,Summit,Breckenridge PD,21 or older,Male,White,MJUnknown,2
2014,Teller,Woodland Park PD,21 or older,Male,White,MJPossession,2
2014,Weld,Dacono PD,21 or older,Male,White,MJSales,1
2014,Weld,DPS - UNIVERSITY OF NORTHERN COLORADO - GREELEY,21 or older,Male,White,MJPossession,1
2014,Weld,Erie PD,18 to 20,Male,White,MJPossession,4
2014,Weld,Evans PD,18 to 20,Female,Hispianic,MJPossession,1
2014,Weld,Evans PD,Under 18,Female,White,MJPossession,1
2014,Weld,Evans PD,Under 18,Male,Hispianic,MJPossession,7
2014,Weld,Firestone PD,18 to 20,Female,White,MJPossession,1
2014,Weld,Firestone PD,Under 18,Male,Hispianic,MJPossession,3
2014,Weld,Firestone PD,21 or older,Male,White,MJProduction,1
2014,Weld,Fort Lupton PD,Under 18,Male,Hispianic,MJPossession,3
2014,Weld,Frederick PD,18 to 20,Male,White,MJPossession,1
2014,Weld,Frederick PD,21 or older,Male,White,MJSales,1
2014,Weld,Greeley PD,18 to 20,Female,White,MJPossession,9
2014,Weld,Greeley PD,18 to 20,Male,Hispianic,MJPossession,1
2014,Weld,Greeley PD,Under 18,Male,White,MJPossession,62
2014,Weld,Greeley PD,18 to 20,Male,White,MJSales,1
2014,Weld,Greeley PD,21 or older,Male,White,MJUnknown,1
2014,Weld,Mead PD,Under 18,Male,Hispianic,MJPossession,1
2014,Weld,Milliken PD,18 to 20,Female,White,MJPossession,1
2014,Weld,Milliken PD,Under 18,Female,White,MJPossession,3
2014,Weld,Weld County SO,18 to 20,Female,White,MJPossession,1
2014,Weld,Weld County SO,Under 18,Male,Hispianic,MJPossession,2
2015,#NULL,Colorado State Patrol,18 to 20,Male,African American,MJPossession,5
2015,#NULL,Colorado State Patrol,21 or older,Male,Native American,MJPossession,1
2015,#NULL,Colorado State Patrol,Under 18,Male,Hispianic,MJPossession,13
2015,#NULL,Colorado State Patrol,Under 18,Male,White,MJPossession,32
2015,#NULL,Colorado State Patrol,18 to 20,Female,White,MJProduction,1
2015,#NULL,Colorado State Patrol,21 or older,Female,White,MJSales,1
2015,#NULL,Colorado State Patrol,18 to 20,Female,Asian,MJUnknown,1
2015,#NULL,Colorado State Patrol,21 or older,Male,White,MJUnknown,10
2015,Adams,Adams County SO,18 to 20,Male,African American,MJPossession,2
2015,Adams,Adams County SO,18 to 20,Male,White,MJPossession,25
2015,Adams,Adams County SO,21 or older,Female,Hispianic,MJPossession,1
2015,Adams,Adams County SO,21 or older,Male,Asian,MJProduction,3
2015,Adams,Adams County SO,21 or older,Male,White,MJSales,1
2015,Adams,Adams County SO,21 or older,Male,White,MJUnknown,3
2015,Adams,Brighton PD,21 or older,Male,Native American,MJPossession,1
2015,Adams,Brighton PD,Under 18,Male,Hispianic,MJPossession,28
2015,Adams,Brighton PD,21 or older,Male,African American,MJUnknown,1
2015,Adams,Brighton PD,Under 18,Male,Unknown,MJUnknown,1
2015,Adams,Federal Heights PD,21 or older,Male,White,MJPossession,3
2015,#NULL,Colorado State Patrol,21 or older,Male,African American,MJPossession,3
2015,#NULL,Colorado State Patrol,21 or older,Male,Hispianic,MJPossession,11
2015,#NULL,Colorado State Patrol,Under 18,Female,Hispianic,MJPossession,3
2015,#NULL,Colorado State Patrol,21 or older,Male,African American,MJSales,1
2015,#NULL,Colorado State Patrol,21 or older,Male,White,MJSales,6
2012,Douglas,Douglas County SO,21 or older,Male,African American,MJPossession,6
2012,Douglas,Douglas County SO,21 or older,Male,Hispianic,MJPossession,2
2012,Douglas,Douglas County SO,21 or older,Male,White,MJPossession,27
2012,Douglas,Douglas County SO,Under 18,Female,White,MJPossession,16
2012,Douglas,Douglas County SO,Under 18,Male,Asian,MJPossession,2
2012,Douglas,Lone Tree PD,21 or older,Female,African American,MJPossession,1
2012,Douglas,Lone Tree PD,21 or older,Female,White,MJPossession,10
2012,Douglas,Lone Tree PD,21 or older,Male,African American,MJPossession,4
2012,Douglas,Lone Tree PD,21 or older,Male,Hispianic,MJPossession,3
2012,Douglas,Lone Tree PD,18 to 20,Female,White,MJUnknown,1
2012,Douglas,Parker PD,18 to 20,Male,White,MJPossession,19
2012,Douglas,Parker PD,21 or older,Female,White,MJPossession,7
2012,Douglas,Parker PD,Under 18,Female,Hispianic,MJPossession,1
2012,Douglas,Parker PD,21 or older,Male,African American,MJSales,1
2012,Eagle,Eagle County SO,18 to 20,Male,Hispianic,MJPossession,10
2012,Eagle,Eagle County SO,Under 18,Male,African American,MJPossession,1
2012,Eagle,Eagle County SO,Under 18,Male,White,MJPossession,5
2012,Eagle,Eagle County SO,21 or older,Female,Hispianic,MJSales,1
2012,Eagle,Eagle County SO,21 or older,Female,White,MJUnknown,1
2012,Eagle,Eagle PD,21 or older,Male,White,MJPossession,4
2012,Eagle,Vail PD,21 or older,Male,White,MJUnknown,12
2012,El Paso,Colorado Springs PD,18 to 20,Male,Native American,MJPossession,1
2012,El Paso,Colorado Springs PD,21 or older,Male,African American,MJPossession,41
2012,El Paso,Colorado Springs PD,Under 18,Female,Hispianic,MJPossession,7
2012,El Paso,Colorado Springs PD,Under 18,Male,Asian,MJPossession,3
2012,El Paso,Colorado Springs PD,21 or older,Female,White,MJProduction,1
2012,El Paso,Colorado Springs PD,21 or older,Male,Hispianic,MJProduction,1
2012,El Paso,Colorado Springs PD,Under 18,Male,Hispianic,MJUnknown,1
2012,El Paso,Colorado Springs PD,Under 18,Male,White,MJUnknown,2
2012,El Paso,El Paso County SO,21 or older,Female,White,MJPossession,1
2012,El Paso,El Paso County SO,21 or older,Male,Asian,MJPossession,1
2012,El Paso,El Paso County SO,18 to 20,Male,White,MJSmuggle,2
2012,El Paso,El Paso County SO,18 to 20,Female,African American,MJUnknown,1
2012,El Paso,El Paso County SO,18 to 20,Female,White,MJUnknown,2
2012,El Paso,El Paso County SO,18 to 20,Male,Asian,MJUnknown,1
2012,El Paso,El Paso County SO,Under 18,Male,Hispianic,MJUnknown,4
2012,El Paso,Fountain PD,21 or older,Female,African American,MJPossession,1
2012,El Paso,Fountain PD,21 or older,Female,White,MJPossession,12
2012,El Paso,Fountain PD,21 or older,Male,Hispianic,MJPossession,3
2012,El Paso,Fountain PD,Under 18,Female,Hispianic,MJPossession,1
2012,El Paso,Fountain PD,21 or older,Female,White,MJProduction,1
2012,El Paso,Fountain PD,21 or older,Male,White,MJSales,1
2012,El Paso,Fountain PD,Under 18,Male,White,MJUnknown,3
2012,El Paso,Manitou Springs PD,18 to 20,Female,White,MJPossession,6
2012,El Paso,Manitou Springs PD,21 or older,Male,White,MJPossession,12
2012,El Paso,Manitou Springs PD,18 to 20,Male,White,MJSales,1
2012,El Paso,Monument PD,Under 18,Male,White,MJPossession,3
2012,El Paso,Pikes Peak Community College PD,18 to 20,Female,White,MJPossession,1
2012,El Paso,Pikes Peak Community College PD,Under 18,Male,White,MJPossession,1
2012,Eagle,Vail PD,21 or older,Female,White,MJPossession,9
2012,Eagle,Vail PD,21 or older,Male,Hispianic,MJPossession,4
2012,Eagle,Vail PD,21 or older,Male,White,MJSales,1
2012,El Paso,Colorado Springs PD,18 to 20,Female,African American,MJPossession,2
2012,El Paso,Colorado Springs PD,18 to 20,Female,White,MJPossession,6
2012,El Paso,Colorado Springs PD,18 to 20,Male,African American,MJPossession,6
2012,El Paso,Colorado Springs PD,18 to 20,Male,Hispianic,MJPossession,7
2012,El Paso,Colorado Springs PD,Under 18,Female,Native American,MJPossession,1
2012,El Paso,Colorado Springs PD,Under 18,Male,African American,MJPossession,16
2012,El Paso,Colorado Springs PD,Under 18,Male,White,MJPossession,59
2012,El Paso,Colorado Springs PD,18 to 20,Male,African American,MJSales,1
2012,El Paso,Colorado Springs PD,18 to 20,Male,White,MJSales,2
2012,El Paso,Colorado Springs PD,21 or older,Female,African American,MJSales,1
2012,El Paso,Colorado Springs PD,21 or older,Male,African American,MJUnknown,1
2012,El Paso,El Paso County SO,18 to 20,Female,White,MJPossession,2
2012,El Paso,El Paso County SO,21 or older,Male,African American,MJPossession,2
2012,El Paso,El Paso County SO,21 or older,Male,White,MJPossession,1
2012,El Paso,El Paso County SO,Under 18,Female,White,MJPossession,5
2012,El Paso,El Paso County SO,Under 18,Male,African American,MJPossession,3
2012,El Paso,El Paso County SO,Under 18,Male,White,MJPossession,9
2012,El Paso,El Paso County SO,18 to 20,Male,African American,MJUnknown,4
2012,El Paso,El Paso County SO,18 to 20,Male,White,MJUnknown,25
2012,El Paso,El Paso County SO,21 or older,Female,African American,MJUnknown,1
2012,El Paso,El Paso County SO,21 or older,Female,White,MJUnknown,3
2012,El Paso,Fountain PD,18 to 20,Male,Asian,MJPossession,1
2012,El Paso,Fountain PD,Under 18,Male,African American,MJPossession,9
2012,El Paso,Fountain PD,Under 18,Male,Hispianic,MJPossession,4
2012,El Paso,Fountain PD,Under 18,Male,White,MJPossession,14
2012,El Paso,Manitou Springs PD,18 to 20,Male,African American,MJPossession,2
2012,El Paso,Manitou Springs PD,18 to 20,Male,Hispianic,MJPossession,1
2012,El Paso,Manitou Springs PD,18 to 20,Male,White,MJPossession,20
2012,El Paso,Manitou Springs PD,21 or older,Female,African American,MJPossession,1
2012,El Paso,Manitou Springs PD,21 or older,Male,White,MJUnknown,2
2012,El Paso,Monument PD,21 or older,Male,White,MJPossession,4
2012,El Paso,University of Colorado Springs,21 or older,Male,White,MJPossession,2
2012,El Paso,University of Colorado Springs,18 to 20,Male,Asian,MJSales,1
2012,Elbert,Elbert County SO,21 or older,Male,Hispianic,MJPossession,1
2012,Elbert,Elbert County SO,21 or older,Male,White,MJPossession,4
2012,Elbert,Elizabeth PD,Under 18,Male,White,MJPossession,5
2012,Fremont,Canon City PD,21 or older,Female,White,MJPossession,2
2012,Fremont,Canon City PD,21 or older,Male,White,MJSales,1
