IncidentYear,County,Agency,NCICCODE,AgeGroup,Gender,RaceCode,Location,LocationGroup,NumberOfCases
2015,La Plata,La Plata County SO,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,2
2015,Larimer,DPS - COLORADO STATE UNIVERSITY-FT COLLINS,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,3
2015,Larimer,DPS - COLORADO STATE UNIVERSITY-FT COLLINS,MJUnknown,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,2
2015,Larimer,Fort Collins PD,MJPossession,,,,Church/Synagogue/Temple/Mosque,Church/Synagogue/Temple/Mosque,2
2015,Larimer,Fort Collins PD,MJPossession,,,,Field/Woods,Public space,8
2015,Larimer,Fort Collins PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,53
2015,Larimer,Fort Collins PD,MJSales,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,2
2015,Larimer,Fort Collins PD,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,12
2015,Larimer,Fort Collins PD,MJUnknown,,,,Park/Playground,Public space,4
2015,Larimer,Fort Collins PD,MJUnknown,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,2
2015,Larimer,Larimer County SO,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2015,Larimer,Larimer County SO,MJSales,,,,Residence/Home,Residence/Home,1
2015,Larimer,Larimer County SO,MJSmuggle,,,,Specialty Store,Specialty Store,1
2015,Larimer,Larimer County SO,MJUnknown,,,,Other/Unknown,Other,1
2015,Larimer,Larimer County SO,MJUnknown,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,3
2015,Larimer,Loveland PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,44
2015,Larimer,Loveland PD,MJPossession,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,1
2015,Larimer,Loveland PD,MJPossession,,,,Residence/Home,Residence/Home,9
2015,Larimer,Loveland PD,MJSales,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2015,Larimer,Loveland PD,MJUnknown,,,,Commercial/Office Building,Workplace,1
2015,Logan,Sterling PD,MJPossession,,,,Department/Discount Store,Retail site/bank/restaurant/bar,1
2015,Logan,Sterling PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,9
2015,Mesa,Fruita PD,MJPossession,,,,Park/Playground,Public space,1
2015,Mesa,Fruita PD,MJProduction,,,,Residence/Home,Residence/Home,2
2015,Mesa,Fruita PD,MJUnknown,,,,Convenience Store,Retail site/bank/restaurant/bar,2
2015,Mesa,Fruita PD,MJUnknown,,,,School – Elementary/Secondary,School – Elementary/Secondary,10
2015,Mesa,Grand Junction PD,MJPossession,,,,Air/Bus/Train Terminal,Public space,1
2015,Mesa,Grand Junction PD,MJPossession,,,,Department/Discount Store,Retail site/bank/restaurant/bar,3
2015,Mesa,Grand Junction PD,MJPossession,,,,Dock/Wharf/Freight/Modal Terminal,Workplace,1
2015,Routt,Routt County SO,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2015,Routt,Routt County SO,MJProduction,,,,Residence/Home,Residence/Home,1
2015,Routt,Steamboat Springs PD,MJPossession,,,,Bar/Nightclub,Bar/Nightclub,1
2015,Routt,Steamboat Springs PD,MJPossession,,,,Government/Public Building,Public building,1
2015,Routt,Steamboat Springs PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,7
2015,Routt,Steamboat Springs PD,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2015,Routt,Steamboat Springs PD,MJUnknown,,,,Residence/Home,Residence/Home,1
2015,Saguache,Center PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2015,Larimer,Estes Park PD,MJUnknown,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2015,Larimer,Fort Collins PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,70
2015,Larimer,Fort Collins PD,MJPossession,,,,Park/Playground,Public space,8
2015,Larimer,Fort Collins PD,MJPossession,,,,Specialty Store,Specialty Store,1
2015,Larimer,Fort Collins PD,MJProduction,,,,Residence/Home,Residence/Home,8
2015,Larimer,Fort Collins PD,MJSales,,,,School – Elementary/Secondary,School – Elementary/Secondary,2
2015,Larimer,Larimer County SO,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,10
2015,Larimer,Loveland PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,5
2015,Larimer,Loveland PD,MJSales,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,3
2015,Larimer,Loveland PD,MJSales,,,,Residence/Home,Residence/Home,2
2015,Larimer,Loveland PD,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,2
2015,Larimer,Loveland PD,MJUnknown,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2015,Logan,Sterling PD,MJPossession,,,,Residence/Home,Residence/Home,7
2015,Logan,Sterling PD,MJPossession,,,,School – College/University,School – College/University,5
2015,Mesa,Grand Junction PD,MJPossession,,,,Other/Unknown,Other,2
2015,Mesa,Grand Junction PD,MJSales,,,,Commercial/Office Building,Workplace,1
2015,Mesa,Grand Junction PD,MJSales,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,3
2015,Mesa,Grand Junction PD,MJSales,,,,Residence/Home,Residence/Home,2
2015,Mesa,Grand Junction PD,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,9
2015,Mesa,Mesa County SO,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,17
2015,Mesa,Mesa County SO,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2015,Mesa,Mesa County SO,MJProduction,,,,Residence/Home,Residence/Home,2
2015,Mesa,Mesa County SO,MJUnknown,,,,Field/Woods,Public space,1
2015,Mesa,Mesa County SO,MJUnknown,,,,School – Elementary/Secondary,School – Elementary/Secondary,3
2015,Mesa,Palisade PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,2
2015,Mesa,Palisade PD,MJPossession,,,,Park/Playground,Public space,2
2015,Montezuma,Montezuma County SO,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2015,Montrose,Montrose PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,3
2015,Montrose,Montrose PD,MJUnknown,,,,Other/Unknown,Other,1
2015,Morgan,Brush PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2015,Otero,La Junta PD,MJPossession,,,,Park/Playground,Public space,1
2015,Otero,La Junta PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2015,Phillips,Holyoke PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2015,Pitkin,Aspen PD,MJPossession,,,,Park/Playground,Public space,2
2015,Pueblo,Pueblo County SO,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,3
2015,Pueblo,Pueblo PD,MJPossession,,,,Dock/Wharf/Freight/Modal Terminal,Workplace,3
2015,Pueblo,Pueblo PD,MJPossession,,,,Residence/Home,Residence/Home,2
2015,Pueblo,Pueblo PD,MJSales,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2015,Pueblo,Pueblo PD,MJUnknown,,,,Other/Unknown,Other,2
2015,Pueblo,Pueblo PD,MJUnknown,,,,Specialty Store,Specialty Store,4
2015,Rio Grande,Del Norte PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2015,Rio Grande,Monte Vista PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2015,Routt,Steamboat Springs PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,11
2015,Routt,Steamboat Springs PD,MJProduction,,,,Residence/Home,Residence/Home,1
2015,Routt,Steamboat Springs PD,MJSales,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2015,Routt,Steamboat Springs PD,MJUnknown,,,,Other/Unknown,Other,1
2015,Saguache,Center PD,MJUnknown,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2015,San Miguel,Telluride PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2015,Summit,Breckenridge PD,MJUnknown,,,,Bar/Nightclub,Bar/Nightclub,1
2015,Summit,Dillion PD,MJPossession,,,,Grocery/Supermarket,Retail site/bank/restaurant/bar,1
2015,Teller,Cripple Creek PD,MJUnknown,,,,Gambling Facility/Casino/Race Track,Retail site/bank/restaurant/bar,1
2015,Teller,Cripple Creek PD,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2015,Teller,Teller County SO,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2015,Washington,Washington County SO,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2015,Weld,Ault PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2015,Weld,Ault PD,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2015,Weld,DPS - UNIVERSITY OF NORTHERN COLORADO - GREELEY,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,4
2015,Weld,Erie PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,3
2015,Weld,Erie PD,MJPossession,,,,Park/Playground,Public space,2
2015,Weld,Erie PD,MJPossession,,,,Residence/Home,Residence/Home,4
2015,Weld,Erie PD,MJProduction,,,,Residence/Home,Residence/Home,1
2015,Weld,Erie PD,MJSales,,,,Other/Unknown,Other,1
2015,Weld,Erie PD,MJSales,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2015,Weld,Weld County SO,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,7
2016,,Oak Creek PD,MJPossession,,,,Arena/Stadium/Fairgrounds/Coliseum,Public space,1
2016,,San Miguel County SO,MJProduction,,,,Residence/Home,Residence/Home,2
2016,Adams,Adams County SO,MJPossession,,,,Grocery/Supermarket,Retail site/bank/restaurant/bar,1
2016,Adams,Adams County SO,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,8
2016,Adams,Adams County SO,MJSales,,,,Residence/Home,Residence/Home,1
2016,Adams,Brighton PD,MJPossession,,,,Government/Public Building,Public building,1
2016,Adams,Brighton PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,20
2016,Adams,Brighton PD,MJPossession,,,,Park/Playground,Public space,3
2016,Adams,Brighton PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,30
2016,Adams,Brighton PD,MJProduction,,,,Residence/Home,Residence/Home,4
2016,Adams,Brighton PD,MJUnknown,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,3
2016,Adams,Brighton PD,MJUnknown,,,,Residence/Home,Residence/Home,1
2016,Adams,Commerce City PD,MJUnknown,,,,Convenience Store,Retail site/bank/restaurant/bar,1
2016,Adams,Commerce City PD,MJUnknown,,,,Industrial Site,Workplace,1
2016,Adams,Federal Heights PD,MJPossession,,,,Amusement Park,Public space,1
2016,Adams,Northglenn PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,22
2016,Adams,Northglenn PD,MJPossession,,,,Park/Playground,Public space,5
2016,Adams,Northglenn PD,MJPossession,,,,Residence/Home,Residence/Home,2
2016,Adams,Northglenn PD,MJProduction,,,,Residence/Home,Residence/Home,1
2016,Adams,Thornton PD,MJSales,,,,Residence/Home,Residence/Home,1
2016,Adams,Thornton PD,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,2
2016,Adams,Westminster PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,14
2016,Adams,Westminster PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,72
2016,Adams,Westminster PD,MJProduction,,,,Residence/Home,Residence/Home,2
2016,Adams,Westminster PD,MJSales,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2016,Alamosa,Adams State College,MJPossession,,,,Residence/Home,Residence/Home,5
2016,Alamosa,Alamosa PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2016,Arapahoe,Araphaoe County SO,MJPossession,,,,Field/Woods,Public space,1
2016,Arapahoe,Araphaoe County SO,MJPossession,,,,Government/Public Building,Public building,2
2016,Arapahoe,Araphaoe County SO,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,8
2016,Arapahoe,Aurora PD,MJPossession,,,,Convenience Store,Retail site/bank/restaurant/bar,1
2016,Arapahoe,Aurora PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,80
2016,Arapahoe,Aurora PD,MJPossession,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,2
2016,Arapahoe,Aurora PD,MJPossession,,,,Park/Playground,Public space,15
2016,Arapahoe,Aurora PD,MJPossession,,,,Specialty Store,Specialty Store,4
2016,Arapahoe,Greenwood Village PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2016,Arapahoe,Greenwood Village PD,MJPossession,,,,School – College/University,School – College/University,1
2016,Arapahoe,Greenwood Village PD,MJProduction,,,,Residence/Home,Residence/Home,1
2016,Arapahoe,Littleton PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,5
2016,Arapahoe,Littleton PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2016,Arapahoe,Littleton PD,MJPossession,,,,Residence/Home,Residence/Home,1
2016,Arapahoe,Sheridan PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2016,Archuleta,Archuleta County SO,MJSales,,,,Residence/Home,Residence/Home,1
2016,Archuleta,Pagosa Springs PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,5
2016,Bent,Bent County SO,MJProduction,,,,Residence/Home,Residence/Home,1
2016,Boulder,Boulder County SO,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,4
2016,Boulder,Boulder PD,MJPossession,,,,Other/Unknown,Other,2
2016,Boulder,Boulder PD,MJSales,,,,Air/Bus/Train Terminal,Public space,1
2016,Boulder,Boulder PD,MJSales,,,,Dock/Wharf/Freight/Modal Terminal,Workplace,2
2016,Boulder,Boulder PD,MJSales,,,,Grocery/Supermarket,Retail site/bank/restaurant/bar,1
2016,Boulder,Boulder PD,MJSales,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2016,Boulder,Boulder PD,MJUnknown,,,,Commercial/Office Building,Workplace,1
2016,Boulder,Boulder PD,MJUnknown,,,,Convenience Store,Retail site/bank/restaurant/bar,1
2016,Boulder,Boulder PD,MJUnknown,,,,Drug Store/Doctors Office/Hospital,Drug Store/Doctors Office/Hospital,1
2016,Boulder,Boulder PD,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,23
2016,Boulder,Boulder PD,MJUnknown,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,1
2016,Boulder,Boulder PD,MJUnknown,,,,Jail/Prison/Penitentiary/Corrections Facility,Jail/Prison/Penitentiary/Corrections Facility,1
2016,Boulder,Boulder PD,MJUnknown,,,,Residence/Home,Residence/Home,3
2016,Boulder,Lafayette PD,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,2
2016,Boulder,Lafayette PD,MJUnknown,,,,Residence/Home,Residence/Home,1
2016,Boulder,Longmont PD,MJPossession,,,,Convenience Store,Retail site/bank/restaurant/bar,1
2016,Boulder,Longmont PD,MJPossession,,,,Department/Discount Store,Retail site/bank/restaurant/bar,2
2016,Boulder,Longmont PD,MJPossession,,,,Government/Public Building,Public building,1
2016,Boulder,Longmont PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,36
2016,Boulder,Longmont PD,MJProduction,,,,Other/Unknown,Other,1
2016,Boulder,Longmont PD,MJUnknown,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,3
2016,Boulder,Louisville PD,MJPossession,,,,Field/Woods,Public space,1
2016,Boulder,Louisville PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,4
2016,Boulder,Louisville PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,9
2016,Boulder,Nederland PD,MJPossession,,,,Residence/Home,Residence/Home,1
2016,Broomfield,BROOMFIELD POLICE DEPARTMENT,MJPossession,,,,Bar/Nightclub,Bar/Nightclub,1
2016,Broomfield,BROOMFIELD POLICE DEPARTMENT,MJPossession,,,,Grocery/Supermarket,Retail site/bank/restaurant/bar,1
2016,Clear Creek,Clear Creek County SO,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2016,Douglas,Douglas County SO,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,16
2016,Douglas,Douglas County SO,MJSales,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2016,Douglas,Douglas County SO,MJSmuggle,,,,Other/Unknown,Other,1
2016,Douglas,Douglas County SO,MJUnknown,,,,Commercial/Office Building,Workplace,2
2016,Douglas,Douglas County SO,MJUnknown,,,,Residence/Home,Residence/Home,6
2016,Douglas,Lone Tree PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,11
2016,Douglas,Lone Tree PD,MJUnknown,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2016,Douglas,Parker PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,23
2016,Douglas,Parker PD,MJPossession,,,,Residence/Home,Residence/Home,2
2016,Eagle,Eagle County SO,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,2
2016,Eagle,Gypsum PD,MJPossession,,,,Commercial/Office Building,Workplace,1
2016,Eagle,Gypsum PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2016,Eagle,Vail PD,MJPossession,,,,Air/Bus/Train Terminal,Public space,3
2016,Eagle,Vail PD,MJPossession,,,,Bar/Nightclub,Bar/Nightclub,6
2016,Eagle,Vail PD,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,2
2016,Eagle,Vail PD,MJUnknown,,,,Park/Playground,Public space,1
2016,El Paso,Colorado Springs PD,MJPossession,,,,Arena/Stadium/Fairgrounds/Coliseum,Public space,1
2016,El Paso,Colorado Springs PD,MJPossession,,,,Convenience Store,Retail site/bank/restaurant/bar,3
2016,El Paso,Colorado Springs PD,MJPossession,,,,Drug Store/Doctors Office/Hospital,Drug Store/Doctors Office/Hospital,1
2016,El Paso,Colorado Springs PD,MJPossession,,,,Government/Public Building,Public building,2
2016,El Paso,Colorado Springs PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,90
2016,El Paso,Colorado Springs PD,MJPossession,,,,Park/Playground,Public space,57
2016,El Paso,Colorado Springs PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,61
2016,El Paso,Colorado Springs PD,MJPossession,,,,Service/Gas Station,Retail site/bank/restaurant/bar,1
2016,El Paso,Colorado Springs PD,MJPossession,,,,Specialty Store,Specialty Store,1
2016,El Paso,Colorado Springs PD,MJProduction,,,,Commercial/Office Building,Workplace,2
2016,El Paso,Colorado Springs PD,MJProduction,,,,Residence/Home,Residence/Home,5
2016,El Paso,Colorado Springs PD,MJSales,,,,Department/Discount Store,Retail site/bank/restaurant/bar,3
2016,El Paso,Colorado Springs PD,MJSales,,,,Government/Public Building,Public building,1
2016,El Paso,Colorado Springs PD,MJSales,,,,Other/Unknown,Other,3
2016,El Paso,El Paso County SO,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2016,El Paso,El Paso County SO,MJPossession,,,,Residence/Home,Residence/Home,3
2016,El Paso,El Paso County SO,MJProduction,,,,Residence/Home,Residence/Home,10
2016,El Paso,El Paso County SO,MJUnknown,,,,School – Elementary/Secondary,School – Elementary/Secondary,3
2016,El Paso,Fountain PD,MJPossession,,,,Convenience Store,Retail site/bank/restaurant/bar,1
2016,El Paso,Fountain PD,MJPossession,,,,Park/Playground,Public space,6
2016,El Paso,Manitou Springs PD,MJPossession,,,,Field/Woods,Public space,1
2016,El Paso,Manitou Springs PD,MJPossession,,,,Restaurant,Restaurant,1
2016,El Paso,Manitou Springs PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,5
2016,Fremont,Florence PD,MJPossession,,,,Convenience Store,Retail site/bank/restaurant/bar,1
2016,Fremont,Fremont County SO,MJProduction,,,,Residence/Home,Residence/Home,2
2016,Garfield,Carbondale PD,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2016,Garfield,GARFIELD  When RIFLE CO. CT. ,MJPossession,,,,Residence/Home,Residence/Home,1
2016,Garfield,GARFIELD  When RIFLE CO. CT. ,MJUnknown,,,,Restaurant,Restaurant,1
2016,Garfield,Glenwood Springs PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,4
2016,Garfield,Parachute PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,10
2016,Grand,Granby PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2016,Huerfano,Huerfano County SO,MJProduction,,,,Residence/Home,Residence/Home,2
