IncidentYear,County,Agency,NCICCODE,AgeGroup,Gender,RaceCode,Location,LocationGroup,NumberOfCases
2013,Larimer,Fort Collins PD,MJPossession,,,,Rental Storage Facility,Rental Storage Facility,1
2013,Larimer,Fort Collins PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,33
2013,Larimer,Fort Collins PD,MJProduction,,,,Residence/Home,Residence/Home,1
2013,Larimer,Fort Collins PD,MJSales,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2013,Larimer,Fort Collins PD,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,8
2013,Larimer,Fort Collins PD,MJUnknown,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,2
2013,Larimer,Fort Collins PD,MJUnknown,,,,Residence/Home,Residence/Home,1
2013,Larimer,Larimer County SO,MJUnknown,,,,Department/Discount Store,Retail site/bank/restaurant/bar,1
2013,Larimer,Larimer County SO,MJUnknown,,,,Jail/Prison/Penitentiary/Corrections Facility,Jail/Prison/Penitentiary/Corrections Facility,3
2013,Larimer,Larimer County SO,MJUnknown,,,,Other/Unknown,Other,2
2013,Larimer,Larimer County SO,MJUnknown,,,,Park/Playground,Public space,1
2013,Larimer,Larimer County SO,MJUnknown,,,,Residence/Home,Residence/Home,3
2013,Larimer,Loveland PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,71
2013,Larimer,Loveland PD,MJPossession,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,1
2013,Larimer,Loveland PD,MJPossession,,,,School – College/University,School – College/University,1
2013,Larimer,Loveland PD,MJSales,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2013,Las Animas,Trinidad PD,MJPossession,,,,Park/Playground,Public space,1
2013,Logan,Logan County SO,MJPossession,,,,Residence/Home,Residence/Home,1
2013,Mesa,Fruita PD,MJUnknown,,,,Government/Public Building,Public building,1
2013,Mesa,Fruita PD,MJUnknown,,,,School – Elementary/Secondary,School – Elementary/Secondary,15
2013,Mesa,Grand Junction PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,68
2013,Mesa,Grand Junction PD,MJPossession,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,2
2013,Mesa,Grand Junction PD,MJPossession,,,,Residence/Home,Residence/Home,25
2013,Mesa,Grand Junction PD,MJPossession,,,,School – College/University,School – College/University,10
2013,Mesa,Grand Junction PD,MJSales,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2013,Mesa,Grand Junction PD,MJUnknown,,,,School – Elementary/Secondary,School – Elementary/Secondary,4
2013,Larimer,DPS - COLORADO STATE UNIVERSITY-FT COLLINS,MJSales,,,,School – College/University,School – College/University,1
2013,Larimer,DPS - COLORADO STATE UNIVERSITY-FT COLLINS,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,46
2013,Larimer,DPS - COLORADO STATE UNIVERSITY-FT COLLINS,MJUnknown,,,,Residence/Home,Residence/Home,3
2013,Larimer,DPS - COLORADO STATE UNIVERSITY-FT COLLINS,MJUnknown,,,,School – College/University,School – College/University,59
2013,Larimer,Estes Park PD,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,3
2013,Larimer,Fort Collins PD,MJPossession,,,,Bar/Nightclub,Bar/Nightclub,1
2013,Larimer,Fort Collins PD,MJPossession,,,,School – College/University,School – College/University,1
2013,Larimer,Fort Collins PD,MJSales,,,,Service/Gas Station,Retail site/bank/restaurant/bar,1
2013,Larimer,Fort Collins PD,MJUnknown,,,,Park/Playground,Public space,2
2013,Larimer,Fort Collins PD,MJUnknown,,,,School – Elementary/Secondary,School – Elementary/Secondary,2
2013,Larimer,Larimer County SO,MJUnknown,,,,Field/Woods,Public space,1
2013,Larimer,Larimer County SO,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,46
2013,Larimer,Larimer County SO,MJUnknown,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,2
2013,Larimer,Larimer County SO,MJUnknown,,,,Specialty Store,Specialty Store,1
2013,Larimer,Loveland PD,MJPossession,,,,Department/Discount Store,Retail site/bank/restaurant/bar,2
2013,Larimer,Loveland PD,MJPossession,,,,Other/Unknown,Other,2
2013,Larimer,Loveland PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,27
2013,Larimer,Loveland PD,MJUnknown,,,,Residence/Home,Residence/Home,2
2013,Logan,Logan County SO,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2013,Mesa,De Beque PD,MJPossession,,,,Residence/Home,Residence/Home,1
2013,Mesa,Fruita PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2013,Mesa,Fruita PD,MJPossession,,,,Residence/Home,Residence/Home,3
2013,Mesa,Fruita PD,MJProduction,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2013,Mesa,Fruita PD,MJProduction,,,,Residence/Home,Residence/Home,1
2013,Mesa,Fruita PD,MJUnknown,,,,Grocery/Supermarket,Retail site/bank/restaurant/bar,1
2013,Mesa,Grand Junction PD,MJPossession,,,,Convenience Store,Retail site/bank/restaurant/bar,1
2013,Mesa,Grand Junction PD,MJPossession,,,,Department/Discount Store,Retail site/bank/restaurant/bar,7
2013,Mesa,Grand Junction PD,MJPossession,,,,Drug Store/Doctors Office/Hospital,Drug Store/Doctors Office/Hospital,1
2013,Mesa,Grand Junction PD,MJPossession,,,,Park/Playground,Public space,9
2013,Mesa,Grand Junction PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,34
2013,Mesa,Grand Junction PD,MJProduction,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,1
2013,Mesa,Grand Junction PD,MJUnknown,,,,Air/Bus/Train Terminal,Public space,1
2013,Mesa,Grand Junction PD,MJUnknown,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2013,Mesa,Mesa County SO,MJPossession,,,,Restaurant,Restaurant,1
2013,Mesa,Mesa County SO,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,2
2013,Mesa,Mesa County SO,MJUnknown,,,,Residence/Home,Residence/Home,1
2013,Moffat,Moffat County SO,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2013,Moffat,PD CRAIG,MJPossession,,,,Government/Public Building,Public building,1
2013,Moffat,PD CRAIG,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2013,Montrose,Montrose PD,MJPossession,,,,Government/Public Building,Public building,1
2013,Morgan,Fort Morgan PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,3
2013,Morgan,Fort Morgan PD,MJPossession,,,,Residence/Home,Residence/Home,1
2013,Park,Park County SO,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2013,Prowers,Lamar PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,14
2013,Prowers,Lamar PD,MJPossession,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,1
2013,Prowers,Lamar PD,MJPossession,,,,Residence/Home,Residence/Home,3
2013,Prowers,Prowers County SO,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2013,Prowers,Prowers County SO,MJSales,,,,Government/Public Building,Public building,1
2013,Pueblo,Pueblo County SO,MJPossession,,,,School – College/University,School – College/University,2
2013,Pueblo,Pueblo County SO,MJUnknown,,,,Convenience Store,Retail site/bank/restaurant/bar,1
2013,Pueblo,Pueblo County SO,MJUnknown,,,,School – Elementary/Secondary,School – Elementary/Secondary,8
2013,Pueblo,Pueblo PD,MJUnknown,,,,Residence/Home,Residence/Home,2
2013,Rio Blanco,Rio Blanco County SO,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2013,Routt,Routt County SO,MJUnknown,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2013,Routt,Steamboat Springs PD,MJPossession,,,,Grocery/Supermarket,Retail site/bank/restaurant/bar,1
2013,Routt,Steamboat Springs PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,3
2013,Routt,Steamboat Springs PD,MJUnknown,,,,Residence/Home,Residence/Home,2
2013,San Juan,San Juan County SO,MJSales,,,,Residence/Home,Residence/Home,1
2013,Sedgwick,Sedgwick County SO,MJPossession,,,,Residence/Home,Residence/Home,1
2013,Summit,Breckenridge PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2013,Chaffee,Chaffee County SO,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2013,Chaffee,Salida PD,MJPossession,,,,Community Center,Public building,1
2013,Chaffee,Salida PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,3
2013,Clear Creek,Clear Creek County SO,MJPossession,,,,Arena/Stadium/Fairgrounds/Coliseum,Public space,1
2013,Delta,Delta PD,MJSales,,,,School – College/University,School – College/University,1
2013,Delta,Delta PD,MJUnknown,,,,Residence/Home,Residence/Home,1
2013,Denver,Denver PD - CRIMINAL,MJPossession,,,,Other/Unknown,Other,7
2013,Denver,Denver PD - CRIMINAL,MJSales,,,,Commercial/Office Building,Workplace,2
2013,Denver,Denver PD - CRIMINAL,MJSales,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,3
2013,Denver,Denver PD - CRIMINAL,MJUnknown,,,,Convenience Store,Retail site/bank/restaurant/bar,1
2013,Denver,Denver PD - CRIMINAL,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,7
2013,Douglas,Castle Rock PD,MJPossession,,,,Community Center,Public building,1
2013,Douglas,Castle Rock PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,5
2013,Douglas,Castle Rock PD,MJSales,,,,Convenience Store,Retail site/bank/restaurant/bar,1
2013,Douglas,Douglas County SO,MJPossession,,,,Other/Unknown,Other,2
2013,Douglas,Douglas County SO,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,25
2013,Douglas,Douglas County SO,MJUnknown,,,,School – College/University,School – College/University,1
2013,Douglas,Lone Tree PD,MJPossession,,,,Department/Discount Store,Retail site/bank/restaurant/bar,9
2013,Douglas,Lone Tree PD,MJPossession,,,,Other/Unknown,Other,1
2013,Douglas,Lone Tree PD,MJPossession,,,,Specialty Store,Specialty Store,1
2013,Douglas,Lone Tree PD,MJUnknown,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2013,Douglas,Parker PD,MJPossession,,,,Field/Woods,Public space,1
2013,Douglas,Parker PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,33
2013,Douglas,Parker PD,MJPossession,,,,Park/Playground,Public space,3
2013,Douglas,Parker PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,10
2013,Eagle,Avon PD,MJUnknown,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2013,Eagle,Basalt PD,MJPossession,,,,Convenience Store,Retail site/bank/restaurant/bar,1
2013,Eagle,Eagle County SO,MJPossession,,,,Residence/Home,Residence/Home,3
2012,Boulder,Lafayette PD,MJPossession,,,,Department/Discount Store,Retail site/bank/restaurant/bar,1
2012,Boulder,Lafayette PD,MJPossession,,,,Drug Store/Doctors Office/Hospital,Drug Store/Doctors Office/Hospital,1
2012,Boulder,Lafayette PD,MJPossession,,,,Park/Playground,Public space,6
2012,Boulder,Lafayette PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,9
2012,Boulder,Lafayette PD,MJPossession,,,,Service/Gas Station,Retail site/bank/restaurant/bar,1
2012,Boulder,Longmont PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,124
2012,Boulder,Longmont PD,MJPossession,,,,Residence/Home,Residence/Home,29
2012,Boulder,Longmont PD,MJPossession,,,,School – College/University,School – College/University,1
2012,Boulder,Longmont PD,MJProduction,,,,Residence/Home,Residence/Home,1
2012,Broomfield,BROOMFIELD POLICE DEPARTMENT,MJPossession,,,,Auto Dealership New/Used,Retail site/bank/restaurant/bar,1
2012,Broomfield,BROOMFIELD POLICE DEPARTMENT,MJPossession,,,,Field/Woods,Public space,1
2012,Broomfield,BROOMFIELD POLICE DEPARTMENT,MJPossession,,,,Government/Public Building,Public building,1
2012,Broomfield,BROOMFIELD POLICE DEPARTMENT,MJPossession,,,,Restaurant,Restaurant,2
2012,Broomfield,BROOMFIELD POLICE DEPARTMENT,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,24
2012,Broomfield,BROOMFIELD POLICE DEPARTMENT,MJSales,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,2
2012,Chaffee,Salida PD,MJPossession,,,,Other/Unknown,Other,1
2012,Cheyenne,Cheyenne County SO,MJPossession,,,,Residence/Home,Residence/Home,1
2012,Clear Creek,Clear Creek County SO,MJUnknown,,,,Specialty Store,Specialty Store,1
2012,Clear Creek,Idaho Springs PD,MJPossession,,,,Residence/Home,Residence/Home,1
2012,Clear Creek,Idaho Springs PD,MJPossession,,,,School/College(Historical Only),School/College(Historical Only),1
2012,Clear Creek,Idaho Springs PD,MJUnknown,,,,Specialty Store,Specialty Store,1
2012,Custer,Custer County SO,MJPossession,,,,Commercial/Office Building,Workplace,1
2012,Custer,Custer County SO,MJProduction,,,,Residence/Home,Residence/Home,2
2012,Delta,Delta PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,6
2012,Delta,Hotchkiss PD,MJSales,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2012,Denver,Denver PD - CRIMINAL,MJPossession,,,,Residence/Home,Residence/Home,6
2012,Denver,Denver PD - CRIMINAL,MJProduction,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2012,Denver,Denver PD - CRIMINAL,MJSales,,,,Department/Discount Store,Retail site/bank/restaurant/bar,3
2012,Denver,Denver PD - CRIMINAL,MJSales,,,,Restaurant,Restaurant,5
2012,Denver,UNIVERSITY OF COLORADO PD - DENVER ANSCHUTZ MEDICAL CAMPUS,MJPossession,,,,Drug Store/Doctors Office/Hospital,Drug Store/Doctors Office/Hospital,2
2012,Denver,UNIVERSITY OF COLORADO PD - DENVER ANSCHUTZ MEDICAL CAMPUS,MJPossession,,,,Park/Playground,Public space,1
2012,Denver,UNIVERSITY OF COLORADO PD - DENVER ANSCHUTZ MEDICAL CAMPUS,MJPossession,,,,School – College/University,School – College/University,3
2012,Douglas,Castle Rock PD,MJPossession,,,,Field/Woods,Public space,2
2012,Douglas,Castle Rock PD,MJPossession,,,,Other/Unknown,Other,3
2012,Douglas,Castle Rock PD,MJPossession,,,,Park/Playground,Public space,2
2012,Douglas,Castle Rock PD,MJPossession,,,,Shopping Mall,Retail site/bank/restaurant/bar,1
2012,Douglas,Castle Rock PD,MJSales,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2012,Arapahoe,Greenwood Village PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,91
2012,Arapahoe,Greenwood Village PD,MJPossession,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,6
2012,Arapahoe,Greenwood Village PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,22
2012,Arapahoe,Greenwood Village PD,MJPossession,,,,Residence/Home,Residence/Home,3
2012,Arapahoe,Greenwood Village PD,MJSales,,,,Grocery/Supermarket,Retail site/bank/restaurant/bar,1
2012,Arapahoe,Littleton PD,MJPossession,,,,Drug Store/Doctors Office/Hospital,Drug Store/Doctors Office/Hospital,1
2012,Arapahoe,Littleton PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,53
2012,Arapahoe,Littleton PD,MJPossession,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,1
2012,Arapahoe,Littleton PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,21
2012,Arapahoe,Littleton PD,MJPossession,,,,Residence/Home,Residence/Home,10
2012,Arapahoe,Sheridan PD,MJPossession,,,,Department/Discount Store,Retail site/bank/restaurant/bar,1
2012,Arapahoe,Sheridan PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,20
2012,Arapahoe,Sheridan PD,MJPossession,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,1
2012,Arapahoe,Sheridan PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,3
2012,Archuleta,Pagosa Springs PD,MJProduction,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2012,Bent,Bent County SO,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2012,Boulder,Boulder PD,MJPossession,,,,Park/Playground,Public space,3
2012,Boulder,Boulder PD,MJPossession,,,,Restaurant,Restaurant,2
2012,Boulder,Boulder PD,MJPossession,,,,School/College(Historical Only),School/College(Historical Only),3
2012,Boulder,Boulder PD,MJPossession,,,,Shopping Mall,Retail site/bank/restaurant/bar,1
2012,Boulder,Boulder PD,MJUnknown,,,,Department/Discount Store,Retail site/bank/restaurant/bar,1
2012,Boulder,Boulder PD,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,8
2012,Boulder,Boulder PD,MJUnknown,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,2
2012,Boulder,Boulder PD,MJUnknown,,,,Residence/Home,Residence/Home,2
2012,Boulder,Lafayette PD,MJPossession,,,,Bar/Nightclub,Bar/Nightclub,1
2012,Boulder,Lafayette PD,MJPossession,,,,Government/Public Building,Public building,1
2012,Boulder,Lafayette PD,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2012,Boulder,Longmont PD,MJPossession,,,,Bank/Savings and Loan,Bank/Savings and Loan,1
2012,Boulder,Longmont PD,MJPossession,,,,Bar/Nightclub,Bar/Nightclub,1
2012,Boulder,Longmont PD,MJPossession,,,,Department/Discount Store,Retail site/bank/restaurant/bar,2
2012,Boulder,Longmont PD,MJPossession,,,,Grocery/Supermarket,Retail site/bank/restaurant/bar,1
2012,Boulder,Longmont PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,25
2016,Larimer,Loveland PD,MJPossession,,,,Convenience Store,Retail site/bank/restaurant/bar,1
2016,Larimer,Loveland PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,49
2016,Larimer,Loveland PD,MJPossession,,,,Park/Playground,Public space,8
2016,Lincoln,MARSHALS OFFICE - HUGO,MJSmuggle,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2016,Logan,Logan County SO,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,3
2016,Logan,Logan County SO,MJPossession,,,,Jail/Prison/Penitentiary/Corrections Facility,Jail/Prison/Penitentiary/Corrections Facility,1
2016,Otero,Fowler PD,MJPossession,,,,Residence/Home,Residence/Home,2
2016,Otero,La Junta PD,MJPossession,,,,Specialty Store,Specialty Store,1
2016,Pueblo,Pueblo County SO,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,5
2016,Pueblo,Pueblo County SO,MJPossession,,,,Residence/Home,Residence/Home,14
2016,Pueblo,Pueblo PD,MJPossession,,,,Commercial/Office Building,Workplace,1
2016,Pueblo,Pueblo PD,MJPossession,,,,Dock/Wharf/Freight/Modal Terminal,Workplace,1
2016,Pueblo,Pueblo PD,MJSales,,,,Commercial/Office Building,Workplace,2
2016,Pueblo,Pueblo PD,MJSales,,,,Residence/Home,Residence/Home,2
2016,Pueblo,Pueblo PD,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,5
2016,Pueblo,Pueblo PD,MJUnknown,,,,School – Elementary/Secondary,School – Elementary/Secondary,2
2016,Pueblo,Pueblo PD,MJUnknown,,,,Specialty Store,Specialty Store,1
2016,Rio Grande,Monte Vista PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,3
2016,Routt,Steamboat Springs PD,MJPossession,,,,Drug Store/Doctors Office/Hospital,Drug Store/Doctors Office/Hospital,1
2016,Routt,Steamboat Springs PD,MJPossession,,,,Residence/Home,Residence/Home,2
2016,Summit,Breckenridge PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,3
2016,Summit,Silverthorne PD,MJPossession,,,,Other/Unknown,Other,2
2016,Teller,Teller County SO,MJProduction,,,,Residence/Home,Residence/Home,1
2016,Teller,Woodland Park PD,MJPossession,,,,Grocery/Supermarket,Retail site/bank/restaurant/bar,1
2016,Washington,Washington County SO,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2016,Washington,Washington County SO,MJPossession,,,,Residence/Home,Residence/Home,1
2016,Weld,Ault PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2016,Weld,Ault PD,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2016,Weld,DPS - UNIVERSITY OF NORTHERN COLORADO - GREELEY,MJSales,,,,School – College/University,School – College/University,1
2016,Weld,Erie PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,6
2016,Weld,Erie PD,MJPossession,,,,Park/Playground,Public space,2
2016,Weld,Erie PD,MJPossession,,,,Residence/Home,Residence/Home,7
2016,Weld,Erie PD,MJSales,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2016,Weld,Evans PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2016,Weld,Evans PD,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,2
2016,Weld,Frederick PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,2
2016,Weld,Frederick PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,3
2016,Weld,Greeley PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,35
2016,Weld,Greeley PD,MJPossession,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,1
2016,Weld,Greeley PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,2
2016,Weld,Greeley PD,MJProduction,,,,Residence/Home,Residence/Home,7
2016,Weld,Greeley PD,MJSales,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,2
2016,Weld,Greeley PD,MJSales,,,,School – Elementary/Secondary,School – Elementary/Secondary,2
2016,Weld,Johnstown PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,2
2016,Weld,Johnstown PD,MJPossession,,,,Park/Playground,Public space,2
2016,Weld,Mead PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2016,Weld,Severance PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2016,Weld,Weld County SO,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,2
2016,Weld,Weld County SO,MJSales,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2016,Weld,Windsor PD,MJPossession,,,,Industrial Site,Workplace,1
2016,Weld,Windsor PD,MJPossession,,,,Other/Unknown,Other,4
2016,Weld,Windsor PD,MJPossession,,,,Park/Playground,Public space,2
2016,Weld,Windsor PD,MJPossession,,,,Residence/Home,Residence/Home,1
2016,Weld,Windsor PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,2
2017,,Colorado State Patrol,MJSales,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,8
2017,Adams,Adams County SO,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,48
2017,Adams,Adams County SO,MJPossession,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,1
2017,Adams,Adams County SO,MJProduction,,,,Residence/Home,Residence/Home,2
2017,Adams,Brighton PD,MJPossession,,,,Grocery/Supermarket,Retail site/bank/restaurant/bar,1
2017,Adams,Brighton PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,7
2017,Adams,Brighton PD,MJUnknown,,,,Other/Unknown,Other,2
2017,Adams,Brighton PD,MJUnknown,,,,Park/Playground,Public space,1
2017,Adams,Commerce City PD,MJPossession,,,,Commercial/Office Building,Workplace,3
2017,Adams,Commerce City PD,MJPossession,,,,Convenience Store,Retail site/bank/restaurant/bar,1
2017,Adams,Commerce City PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,12
2017,Adams,Commerce City PD,MJPossession,,,,Park/Playground,Public space,2
2017,Adams,Commerce City PD,MJPossession,,,,Residence/Home,Residence/Home,8
2017,Adams,Commerce City PD,MJSales,,,,Other/Unknown,Other,17
2016,Logan,Sterling PD,MJPossession,,,,Park/Playground,Public space,1
2016,Mesa,Fruita PD,MJUnknown,,,,School – Elementary/Secondary,School – Elementary/Secondary,4
2016,Mesa,Grand Junction PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,58
2016,Mesa,Grand Junction PD,MJPossession,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,1
2013,Weld,Fort Lupton PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,2
2013,Weld,Frederick PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,3
2013,Weld,Greeley PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,48
2013,Weld,Greeley PD,MJProduction,,,,Residence/Home,Residence/Home,1
2013,Weld,Greeley PD,MJSales,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,5
2013,Weld,Greeley PD,MJSales,,,,School – Elementary/Secondary,School – Elementary/Secondary,2
2013,Weld,Milliken PD,MJPossession,,,,Residence/Home,Residence/Home,2
2013,Weld,Windsor PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,7
2014,Adams,Adams County SO,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,61
2014,Adams,Adams County SO,MJPossession,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,1
